title,authors,year,source,paper,citations no.
Sensation and perception in the history of experimental psychology.,EG Boring,1942,https://psycnet.apa.org/record/1942-02580-000,,2604
Ever since Darwin: Reflections in natural history,SJ Gould,1992,,https://69.164.217.228/gbooks/EverSinceDarwinReflectionsonNaturalHistory.pdf,2595
"History of the Ottoman Empire and Modern Turkey: Volume 2, Reform, Revolution, and Republic: The Rise of Modern Turkey 1808-1975","SJ Shaw, EK Shaw",1977,https://books.google.com/books?hl=en&lr=lang_en&id=AIET_7ji7YAC&oi=fnd&pg=PR6&dq=history&ots=A35LZexfPb&sig=EQ6F5IIyHvcIVGGAblXmiEXNsqE,,2578
Vietnam: A history,S Karnow,1994,,,2572
'Am I that name?': Feminism and the category of 'women'in history,D Riley,1988,https://books.google.com/books?hl=en&lr=lang_en&id=n3auCwAAQBAJ&oi=fnd&pg=PR6&dq=history&ots=EXVB-SygzY&sig=Jyti2ymf5Loa9lBu7TI1Qj23oRQ,,2572
Trade-offs in life-history evolution,SC Stearns,1989,https://www.jstor.org/stable/2389364,https://stearnslab.yale.edu/sites/default/files/21.stearnsfunctecol1989.pdf,2569
Trade and market in the early empires: Economies in history and theory,K Polanyi,1965,https://ixtheo.de/Record/1075269377,,2558
Toward a history of epistemic things: Synthesizing proteins in the test tube,HJ Rheinberger,1997,https://philpapers.org/rec/RHETAH,,2541
"The many-headed hydra: sailors, slaves, commoners, and the hidden history of the revolutionary Atlantic","P Linebaugh, M Rediker",2000,,,2537
The city shaped: Urban patterns and meanings through history.,S Kostof,1991,,,2527
A history of the modern fact: Problems of knowledge in the sciences of wealth and society,M Poovey,1998,https://books.google.com/books?hl=en&lr=lang_en&id=Cf7ProAtFBkC&oi=fnd&pg=PR9&dq=history&ots=V7-tdZsyhz&sig=lx0iIuDtr7HSupMniTRV1k1HVaY,https://www.eh.net/page/98/?s=fur,2526
The Whig interpretation of history,H Butterfield,1965,,"https://zfelleg.useribm.hu/unsorted/ebooks/source/!eng%20lit/B/Butterfield,%20Herbert/Butterfield%20(Herbert)%20The%20Whig%20Interpretation%20of%20History.pdf",2497
Staying power: The history of black people in Britain,P Fryer,1984,https://books.google.com/books?hl=en&lr=lang_en&id=J8rVeu2go8IC&oi=fnd&pg=PP13&dq=history&ots=MvY41cSKBU&sig=ISFLwxyzpPdD8deV5LRubUffoQ0,,2493
The population consequences of life history phenomena,LC Cole,1954,https://www.journals.uchicago.edu/doi/abs/10.1086/400074,https://ecologialit.tripod.com/sitebuildercontent/sitebuilderfiles/cole.pdf,2489
Civic ideals: Conflicting visions of citizenship in US history,RM Smith,1997,,,2478
The good citizen: A history of American civic life,M Schudson,1998,,,2461
Cerebrovascular moyamoya disease: disease showing abnormal net-like vessels in base of brain,"J Suzuki, A Takaku",1969,https://jamanetwork.com/journals/jamaneurology/article-abstract/568758,,2458
Rescuing history from the nation,P Duara,1996,https://www.degruyter.com/document/doi/10.7208/9780226167237/html,https://www.degruyter.com/document/doi/10.7208/9780226167237/pdf,2452
"The history of sexuality, Vol. 3: The care of the self",M Foucault,1988,,,2447
"Uncertainty, resource exploitation, and conservation: lessons from history","D Ludwig, R Hilborn, C Walters",1993,https://www.science.org/doi/pdf/10.1126/science.260.5104.17,http://caestuaries.opennrm.org/assets/25c6ecae38d70f4c1075fee788e0155b/application/pdf/Ludwig_et_al_1993_Science.pdf,2434
Effects of life history traits on genetic diversity in plant species,"JL Hamrick, MJW Godt",1996,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1996.0112,,2431
Future as history: The prospects for global convergence in corporate governance and its implications,JC Coffee Jr,1998,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/illlr93&section=24,https://scholarship.law.columbia.edu/cgi/viewcontent.cgi?article=1580&context=faculty_scholarship,2429
The history of childhood,L DeMause,1995,https://books.google.com/books?hl=en&lr=lang_en&id=PqVXXO6NgCQC&oi=fnd&pg=PP2&dq=history&ots=QPhJLYneWi&sig=7J9WmYKUTsIUyG3aG1djFRfVds0,,2427
The natural history of insulin secretory dysfunction and insulin resistance in the pathogenesis of type 2 diabetes mellitus,"C Weyer, C Bogardus, DM Mott…",1999,https://www.jci.org/articles/view/7231,https://www.jci.org/articles/view/7231,2427
The natural history of pollination.,"M Proctor, P Yeo, A Lack",1996,https://www.cabdirect.org/cabdirect/abstract/19960200695,,2423
Mechanization takes command a contribution to anonymous history,S Giedion,1948,https://philpapers.org/rec/GIEMTC-2,,2421
Natural history of hepatocellular carcinoma and prognosis in relation to treatment study of 850 patients,"K Okuda, T Ohtsuki, H Obata, M Tomimatsu…",1985,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/1097-0142(19850815)56:4%3C918::AID-CNCR2820560437%3E3.0.CO;2-E,,2420
Event history analysis,K Yamaguchi,1991,https://books.google.com/books?hl=en&lr=lang_en&id=U2o5DQAAQBAJ&oi=fnd&pg=PP1&dq=history&ots=WtJ9M6_Te2&sig=yBV6SodjsZN1tEeMET74Gn4YuIw,,2408
History of philosophy,F Copleston,1999,,http://www.who-sells-it.com/images/catalogs/4597/pdf_22252.pdf#page=9,2401
In the shadow of the poorhouse: A social history of welfare in America,MB Katz,1996,,,2390
From pilgrim to tourist–or a short history of identity,Z Bauman,1996,https://books.google.com/books?hl=en&lr=lang_en&id=lKiHAwAAQBAJ&oi=fnd&pg=PA18&dq=history&ots=V6lpH3suiU&sig=k1kyodVSqj1Do_j63sQgIY8z1h0,https://www.academia.edu/download/56013114/Bauman_From_Pilgrim_to_Tourist.pdf,2390
Ecology and natural history of tropical bees,DW Roubik,1992,https://books.google.com/books?hl=en&lr=lang_en&id=ljlaYMeI6noC&oi=fnd&pg=PR9&dq=history&ots=AThR0ck8Xo&sig=YuqH282aQPzaRDX65lSmnbt1Ils,,2386
The natural history of alcoholism,GE Vaillant,1983,,,2384
Albion's seed: Four British folkways in America,DH Fischer,1989,https://books.google.com/books?hl=en&lr=lang_en&id=GOYg58I7g30C&oi=fnd&pg=PP1&dq=history&ots=ETtW0hieR0&sig=xW6YCq8fmEiehdnQK9Mr3peO6Zc,https://57296.neocities.org/Albions_seed.pdf,2380
The impulse response function and ship motions,"WE Cummins, W Iiuhl, A Uinm",1962,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.839.7678,,2380
State lottery adoptions as policy innovations: An event history analysis,"FS Berry, WD Berry",1990,https://www.cambridge.org/core/journals/american-political-science-review/article/state-lottery-adoptions-as-policy-innovations-an-event-history-analysis/9B4EAF46DD866B9CEFFB6CA36861103A,http://fbaum.unc.edu/teaching/PLSC541_Fall08/berry_berry_1990.pdf,2375
"A theory of human life history evolution: Diet, intelligence, and longevity","H Kaplan, K Hill, J Lancaster…",2000,https://onlinelibrary.wiley.com/doi/abs/10.1002/1520-6505(2000)9:4%3C156::AID-EVAN5%3E3.0.CO;2-7,http://radicalanthropologygroup.org/sites/default/files/pdf/class_text_066.pdf,2371
"Translation, history, and culture","S Bassnett, A Lefevere",1990,,,2344
The history and status of general systems theory,L Von Bertalanffy,1972,https://journals.aom.org/doi/abs/10.5465/255139,http://www.perflensburg.se/Bertalanffy.pdf,2341
Magnetic mountain: Stalinism as a civilization,"S Kotkin, W Richardson",1995,https://www.tandfonline.com/doi/pdf/10.1080/03612759.1995.9949203,,2341
Evolution: the history of an idea,PJ Bowler,1989,https://books.google.com/books?hl=en&lr=lang_en&id=e2b5B0po8fwC&oi=fnd&pg=PP13&dq=history&ots=bmwNrTy7Cv&sig=INiEr3a8dQbOClpS3D3lfLK9o7E,https://pdfcoffee.com/download/the-history-of-science-and-religion-in-the-western-tradition-an-encyclopedia-pdf-free.html#page=550,2339
We now know: rethinking cold-war history,"JL Gaddis, R Bothwell",1997,https://search.proquest.com/openview/6676ca7974c1a118080178190dd8cd33/1?pq-origsite=gscholar&cbl=40991,,2335
Cross-cultural trade in world history,"PD Curtin, PDA Curtin",1984,https://books.google.com/books?hl=en&lr=lang_en&id=R4IiYFhliv4C&oi=fnd&pg=PR8&dq=history&ots=mqnzl2ZMiw&sig=wXrkNsiwlgpmOJM0EIzEZKniUCg,,2328
The rights of nature: a history of environmental ethics,RF Nash,1989,https://books.google.com/books?hl=en&lr=lang_en&id=f9tJZz6jDUIC&oi=fnd&pg=PR7&dq=history&ots=i1suq-tXLz&sig=iD_DOhBSXDnRqcOmXrMKoJzIz5Y,https://www.academia.edu/download/31061570/the_rights_of_nature_a_history_of_environmental_ethics_roderick_nash.pdf,2327
"Constructing the self, constructing America: A cultural history of psychotherapy.",P Cushman,1996,https://psycnet.apa.org/record/1995-97352-000,,2324
Siting translation,T Niranjana,1992,https://www.degruyter.com/document/doi/10.1525/9780520911369/html,https://www.degruyter.com/document/doi/10.1525/9780520911369/pdf,2318
On the history of the psycho-analytic movement,S Freud,1989,,http://www.e-learningdikepsy.gr/pluginfile.php/38/mod_forum/attachment/23/On%20the%20History%20of%20the%20Psycho-Analytic%20Movement.pdf,2310
Metapopulation dynamics: brief history and conceptual domain,"I Hanski, M Gilpin",1991,https://academic.oup.com/biolinnean/article-abstract/42/1-2/3/2654383,https://www.academia.edu/download/45897091/5_Metapopulations.pdf,2306
Odd girls and twilight lovers: A history of lesbian life in twentieth-century America,L Faderman,1991,,,2289
A history of Israel,J Bright,2000,https://books.google.com/books?hl=en&lr=lang_en&id=XZJ1BwAAQBAJ&oi=fnd&pg=PP1&dq=history&ots=xG8RXF79d7&sig=XIvym8Iii_597A4Nodr0T8hZkzc,,2272
The reading process: A phenomenological approach,W Iser,1972,https://www.jstor.org/stable/468316,https://www.academia.edu/download/32824401/ISER__Wolfgang._The_reading_process.pdf,2262
"Exploring the black box: Technology, economics, and history","N Rosenberg, R Nathan",1994,https://books.google.com/books?hl=en&lr=lang_en&id=yfmQps9CiJ8C&oi=fnd&pg=PP10&dq=history&ots=7LjxhFCXUD&sig=R-1ur_LGxo_Wepqcbl7sNCoNj0w,,2258
The personal history of David Copperfield,C Dickens,1872,https://books.google.com/books?hl=en&lr=lang_en&id=L2M6AQAAMAAJ&oi=fnd&pg=PA3&dq=history&ots=7FQm90sTUQ&sig=4s7ecCTZsBI87pWHmsW-ITzJxY8,https://books.google.com/books?hl=en&lr=lang_en&id=L2M6AQAAMAAJ&oi=fnd&pg=PA3&dq=history&ots=7FQm90sTUQ&sig=4s7ecCTZsBI87pWHmsW-ITzJxY8,2248
"Path dependence, lock-in, and history","SJ Liebowitz, SE Margolis",1995,https://www.jstor.org/stable/765077,https://www.researchgate.net/profile/Stan-Liebowitz/publication/5213887_Path_Dependence_Lock-In_and_History/links/5a77d0ddaca2722e4df10b7e/Path-Dependence-Lock-In-and-History.pdf,2248
America calling: A social history of the telephone to 1940,CS Fischer,1994,https://books.google.com/books?hl=en&lr=lang_en&id=0yE-CP4SmlYC&oi=fnd&pg=PR9&dq=history&ots=R3vZIC8IE2&sig=eHPYS6mc3_IumE3aVD_tpyf2p6g,http://www.carolinebrooks.org/002-Notes/Research%20Template%20-%20America%20Calling%20-%20A%20social%20history%20of%20the%20telephone%20to%201940%20by%20Fischer%20copy.pdf,2247
The presence of the word: Some prolegomena for cultural and religious history,WJ Ong,2000,https://books.google.com/books?hl=en&lr=lang_en&id=VY0ofOrP0AkC&oi=fnd&pg=PR13&dq=history&ots=ZumEH04V54&sig=pekTUBnpCKT0jQMe-16LEUqL864,,2215
Race and history.,C Lévi-Strauss,1952,http://ir.lucknowdigitallibrary.com:8080/xmlui/bitstream/handle/123456789/13259/81738.pdf?sequence=1,http://ir.lucknowdigitallibrary.com:8080/xmlui/bitstream/handle/123456789/13259/81738.pdf?sequence=1,2202
Race: The history of an idea in America,TF Gossett,1997,https://books.google.com/books?hl=en&lr=lang_en&id=JRtREAAAQBAJ&oi=fnd&pg=PR23&dq=history&ots=V3-2TU7wl_&sig=-KEwTygOy4QFo6TuL8PZCtdr1MU,,2197
The American way of war: A history of United States military strategy and policy,RF Weigley,1977,https://books.google.com/books?hl=en&lr=lang_en&id=77wNLMJn8CEC&oi=fnd&pg=PR17&dq=history&ots=y2meJWjZRU&sig=_p5OOyLn3QiZ8fF2fer6l_Y4VzA,,2163
Natural history of the major histocompatibility complex,J Klein,1986,https://agris.fao.org/agris-search/search.do?recordID=US201300129016,,2162
Life history invariants: some explorations of symmetry in evolutionary ecology,EL Charnov,1993,,,2151
Acquisition and allocation of resources: their influence on variation in life history tactics,"AJ Van Noordwijk, G de Jong",1986,https://www.journals.uchicago.edu/doi/abs/10.1086/284547,https://nioo.knaw.nl/sites/default/files/downloads/AmNat86_acq-all.pdf,2150
Africa its peoples and their culture history,GP Murdock,1959,http://ugspace.ug.edu.gh/handle/123456789/25669,,2135
Asian Americans: an interpretive history,S Chan,1991,,,2129
The family history method using diagnostic criteria: reliability and validity,"NC Andreasen, J Endicott, RL Spitzer…",1977,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/491805,,2128
Culture and commitment,M Mead,1970,http://www.repositorio.cenpat-conicet.gob.ar/bitstream/handle/123456789/483/cultureAndCommitment.pdf?sequence=1,,2120
Evolutionary computation: Comments on the history and current state,"T Back, U Hammel, HP Schwefel",1997,https://ieeexplore.ieee.org/abstract/document/585888/,http://www-public.tem-tsp.eu/~gibson/Teaching/CSC4504/ReadingMaterial/BackHammelSchwefel97.pdf,2110
"Virtue, commerce, and history: Essays on political thought and history, chiefly in the eighteenth century",JGA Pocock,1985,https://books.google.com/books?hl=en&lr=lang_en&id=AxgqqxS-iTsC&oi=fnd&pg=PA1&dq=history&ots=WyaS08sc0d&sig=Du8-n5NlX0X8SIvp_6EKup0NR6c,,2108
A generalized graphical method for evaluating formation constants and summarizing well‐field history,"HH Cooper Jr, CE Jacob",1946,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/TR027i004p00526,,2100
"An introduction to the European Hydrological System—Systeme Hydrologique Europeen,“SHE”, 1: History and philosophy of a physically-based, distributed modelling …","MB Abbott, JC Bathurst, JA Cunge, PE O'Connell…",1986,https://www.sciencedirect.com/science/article/pii/0022169486901149,,2098
On history,F Braudel,1982,https://books.google.com/books?hl=en&lr=lang_en&id=Aus0BEQZFXIC&oi=fnd&pg=PP13&dq=history&ots=SZHBE3Nu3r&sig=NzzZaIPuFQg1b9i7drWp3yKtODQ,,2089
"Aëdes aegyptì (L.) the yellow fever mosquito; its life history, bionomics and structure.",SSR Christophrs,1960,https://www.cabdirect.org/cabdirect/abstract/19601000161,,2088
The politics of large numbers: A history of statistical reasoning,A Desrosières,1998,https://books.google.com/books?hl=en&lr=lang_en&id=hqO0Qvjy4HsC&oi=fnd&pg=PP11&dq=history&ots=txSm5zrXkC&sig=yZpkLxhY6ZNb3oognyBGxbgLtEE,,2087
"Chapter 4: Critical race theory and education: History, theory, and implications",WF Tate IV,1997,https://journals.sagepub.com/doi/abs/10.3102/0091732x022001195,https://thrive.arizona.edu/sites/default/files/Critical%20Race%20Theory%20and%20Education%20History%2C%20Theory%2C%20and%20Implications.pdf,2086
"Mother nature: A history of mothers, infants, and natural selection",SB Hrdy,1999,https://www.academia.edu/download/30935493/PLS_2001-9-entire.pdf#page=139,https://www.academia.edu/download/30935493/PLS_2001-9-entire.pdf#page=139,2086
"Paleotemperature history of the Cenozoic and the initiation of Antarctic glaciation: Oxygen and carbon isotope analyses in DSDP Sites 277,279, and 281",NJ Shackleton,1975,https://ci.nii.ac.jp/naid/10010291201/,,2079
The natural history of community-acquired hepatitis C in the United States,"MJ Alter, HS Margolis, K Krawczynski…",1992,https://www.nejm.org/doi/full/10.1056/NEJM199212313272702,https://www.nejm.org/doi/full/10.1056/NEJM199212313272702,2072
The geographical tradition: episodes in the history of a contested enterprise,DN Livingstone,1992,https://pure.qub.ac.uk/en/publications/the-geographical-tradition-episodes-in-the-history-of-a-contested,,2066
A history of education in antiquity,"HI Marrou, HI Marrou",1982,https://books.google.com/books?hl=en&lr=lang_en&id=wv6kSdSFTgMC&oi=fnd&pg=PR11&dq=history&ots=RJsdIqisnx&sig=yTgWea7FI8BAjE4-TznTzuTTPeE,,2062
Heroes of their own lives: The politics and history of family violence,L Gordon,1989,https://philpapers.org/rec/GORHOT-3,,2059
The imperialism of free trade,"J Gallagher, R Robinson",1953,https://www.jstor.org/stable/2591017,,2054
"Postcoloniality and the artifice of history: who speaks for"" Indian"" pasts?",D Chakrabarty,1992,https://online.ucpress.edu/representations/article-pdf/doi/10.2307/2928652/239107/2928652.pdf,,2046
Mutation selection and the natural history of cancer,J Cairns,1975,https://www.nature.com/articles/255197a0,https://www.science.org/doi/pdf/10.1126/sageke.2006.10.cp1,2036
Natural history of cervical intraepithelial neoplasia: a critical review.,AG Ostör,1993,https://europepmc.org/article/med/8463044,,2027
Documentary: A history of the non-fiction film,E Barnouw,1993,https://books.google.com/books?hl=en&lr=lang_en&id=qtZ91DNvgBMC&oi=fnd&pg=PA31&dq=history&ots=3lIHJT8I-y&sig=_cBq3h3TwfBmaghOljvM_jnWvx4,,2024
The stages of economic growth,WW Rostow,1959,https://www.jstor.org/stable/2591077,http://pombo.free.fr/rostow59.pdf,2020
The lay of the land: Metaphor as experience and history in American life and letters,A Kolodny,1975,https://books.google.com/books?hl=en&lr=lang_en&id=LDfwlijs398C&oi=fnd&pg=PR9&dq=history&ots=rNrNNrmQg5&sig=3wPLihJPd2LGEU3CFXC2IVDPo0c,,2018
The natural history of multiple sclerosis: a geographically based study: I. Clinical course and disability,"BG Weinshenker, B Bass, GPA Rice, J Noseworthy…",1989,https://academic.oup.com/brain/article-abstract/112/1/133/365071,,2015
A modern history of Tanganyika,J Iliffe,1979,https://books.google.com/books?hl=en&lr=lang_en&id=m0dalboHfXgC&oi=fnd&pg=PR10&dq=history&ots=CDv81XhJA6&sig=fCgxnTXZa-maKVES2JbVeXGvMnU,,2005
Stratospheric ozone depletion: A review of concepts and history,S Solomon,1999,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/1999RG900008,https://atmos.washington.edu/academics/classes/2011Q2/558/solomon1999.pdf,2004
The history of power transmission by radio waves,WC Brown,1984,https://ieeexplore.ieee.org/abstract/document/1132833/,,2003
Sport and the British: a modern history,R Holt,1990,https://books.google.com/books?hl=en&lr=lang_en&id=vtChCoG6veMC&oi=fnd&pg=PR11&dq=history&ots=LEUWRggCx6&sig=K4eORyolFhBZv5K7oAmiAF1hA2I,,2002
Deep-sea biology: a natural history of organisms at the deep-sea floor,"JD Gage, PA Tyler",1991,https://books.google.com/books?hl=en&lr=lang_en&id=vqgfH9DXXNAC&oi=fnd&pg=PR11&dq=history&ots=Q51IJkf9GN&sig=PMTZGEc_k-aR9onbXbkx5B7sOn0,,1995
Message understanding conference-6: A brief history,"R Grishman, BM Sundheim",1996,https://aclanthology.org/C96-1079.pdf,https://aclanthology.org/C96-1079.pdf,1982
The music of black Americans: A history,E Southern,1997,,,1978
Hooligan: A history of respectable fears,G Pearson,1983,https://books.google.com/books?hl=en&lr=lang_en&id=rkBdDwAAQBAJ&oi=fnd&pg=PP8&dq=history&ots=iR93ZiS9Qm&sig=Id5vK_2XyNGPVx0Eagm0mkiS4Ec,,1976
"The natural history of atrial fibrillation: incidence, risk factors, and prognosis in the Manitoba Follow-Up Study","AD Krahn, J Manfreda, RB Tate, FAL Mathewson…",1995,https://www.sciencedirect.com/science/article/pii/S0002934399803489,,1974
The natural history of nonalcoholic steatohepatitis: a follow‐up study of forty‐two patients for up to 21 years,"EE Powell, WGE Cooksley, R Hanson, J Searle…",1990,https://aasldpubs.onlinelibrary.wiley.com/doi/abs/10.1002/hep.1840110114,,1966
Fables of abundance: A cultural history of advertising in America,J Lears,1995,,,1963
The philosophy of the inductive sciences: founded upon their history,W Whewell,1840,https://books.google.com/books?hl=en&lr=lang_en&id=8xg2AQAAMAAJ&oi=fnd&pg=PR43&dq=history&ots=LAmccj5Rlo&sig=JS-Tov2IDOdLPa3JaZI3ClsIZkw,https://books.google.com/books?hl=en&lr=lang_en&id=8xg2AQAAMAAJ&oi=fnd&pg=PR43&dq=history&ots=LAmccj5Rlo&sig=JS-Tov2IDOdLPa3JaZI3ClsIZkw,1960
