title,authors,year,source,paper,citations no.
Machine learning for the geosciences: Challenges and opportunities,"A Karpatne, I Ebert-Uphoff, S Ravela…",2018,https://ieeexplore.ieee.org/abstract/document/8423072/,https://arxiv.org/pdf/1711.04708,239
A supervised machine learning algorithm for arrhythmia analysis,"HA Guvenir, B Acar, G Demiroz…",1997,https://ieeexplore.ieee.org/abstract/document/647926/,http://repository.bilkent.edu.tr/bitstream/handle/11693/27699/bilkent-research-paper.pdf?sequence=1,239
Tunability: importance of hyperparameters of machine learning algorithms,"P Probst, AL Boulesteix, B Bischl",2019,https://www.jmlr.org/papers/volume20/18-444/18-444.pdf,https://www.jmlr.org/papers/volume20/18-444/18-444.pdf,239
Machine learning with SVM and other kernel methods,"KP Soman, R Loganathan, V Ajay",2009,https://books.google.com/books?hl=en&lr=lang_en&id=-2evxOIz-d4C&oi=fnd&pg=PR2&dq=machine+learning&ots=x5EKDrCrDX&sig=GZmW5YUXkJopA2qC6rp_X_fXOxE,n/a,238
On the use of machine learning to predict the time and resources consumed by applications,"A Matsunaga, JAB Fortes",2010,https://ieeexplore.ieee.org/abstract/document/5493447/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.457.6784&rep=rep1&type=pdf,236
Statistics for machine learning,P Dangeti,2017,https://books.google.com/books?hl=en&lr=lang_en&id=C-dDDwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=j27u0ps3Zq&sig=SV8prXcdH3xv1AM5tl_cizO7RLs,n/a,235
"Artificial intelligence, machine learning and health systems","T Panch, P Szolovits, R Atun",2018,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6199467/,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6199467/,233
Machine learning in catalysis,JR Kitchin,2018,https://www.nature.com/articles/s41929-018-0056-y,n/a,231
Machine learning approaches to manufacturing,"L Monostori, A Márkus, H Van Brussel, E Westkämpfer",1996,https://www.sciencedirect.com/science/article/pii/S0007850618302166,n/a,231
Evaluating differentially private machine learning in practice,"B Jayaraman, D Evans",2019,https://www.usenix.org/conference/usenixsecurity19/presentation/jayaraman,https://www.usenix.org/system/files/sec19-jayaraman.pdf,231
A survey of optimization methods from a machine learning perspective,"S Sun, Z Cao, H Zhu, J Zhao",2019,https://ieeexplore.ieee.org/abstract/document/8903465/,https://arxiv.org/pdf/1906.06821,230
Predictably unequal? The effects of machine learning on credit markets,"A Fuster, P Goldsmith‐Pinkham…",2022,https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.13090,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jofi.13090,230
A framework for understanding unintended consequences of machine learning,"H Suresh, JV Guttag",2019,https://courses.cs.duke.edu/spring20/compsci342/netid/readings/suresh-guttag-framework.pdf,https://courses.cs.duke.edu/spring20/compsci342/netid/readings/suresh-guttag-framework.pdf,224
Machine learning techniques for anomaly detection: an overview,"S Omar, A Ngadi, HH Jebur",2013,https://www.researchgate.net/profile/Salima-Benqdara/publication/325049804_Machine_Learning_Techniques_for_Anomaly_Detection_An_Overview/links/5af3569b4585157136c919d8/Machine-Learning-Techniques-for-Anomaly-Detection-An-Overview.pdf,https://www.researchgate.net/profile/Salima-Benqdara/publication/325049804_Machine_Learning_Techniques_for_Anomaly_Detection_An_Overview/links/5af3569b4585157136c919d8/Machine-Learning-Techniques-for-Anomaly-Detection-An-Overview.pdf,224
Image driven machine learning methods for microstructure recognition,"A Chowdhury, E Kautz, B Yener, D Lewis",2016,https://www.sciencedirect.com/science/article/pii/S0927025616302695,https://www.sciencedirect.com/science/article/am/pii/S0927025616302695,224
Fall classification by machine learning using mobile phones,"MV Albert, K Kording, M Herrmann, A Jayaraman",2012,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0036556,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0036556,224
MLI: An API for distributed machine learning,"ER Sparks, A Talwalkar, V Smith…",2013,https://ieeexplore.ieee.org/abstract/document/6729619/,https://arxiv.org/pdf/1310.5426,221
The what-if tool: Interactive probing of machine learning models,"J Wexler, M Pushkarna, T Bolukbasi…",2019,https://ieeexplore.ieee.org/abstract/document/8807255/,https://ieeexplore.ieee.org/iel7/2945/8911289/08807255.pdf,220
Rule-based machine learning methods for functional prediction,"SM Weiss, N Indurkhya",1995,https://www.jair.org/index.php/jair/article/view/10150,https://www.jair.org/index.php/jair/article/download/10150/24055,220
Machine learning from theory to algorithms: an overview,"J Alzubi, A Nayyar, A Kumar",2018,https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/meta,https://iopscience.iop.org/article/10.1088/1742-6596/1142/1/012012/pdf,219
Implementing machine learning in radiology practice and research,"M Kohli, LM Prevedello, RW Filice…",2017,https://www.ajronline.org/doi/abs/10.2214/AJR.16.17224,n/a,218
Data shapley: Equitable valuation of data for machine learning,"A Ghorbani, J Zou",2019,http://proceedings.mlr.press/v97/ghorbani19c.html,http://proceedings.mlr.press/v97/ghorbani19c/ghorbani19c.pdf,218
Model-based machine learning,CM Bishop,2013,https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2012.0222,https://royalsocietypublishing.org/doi/full/10.1098/rsta.2012.0222,215
New machine learning method for image-based diagnosis of COVID-19,"MA Elaziz, KM Hosny, A Salah, MM Darwish, S Lu…",2020,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235187,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0235187,215
Data-driven advice for applying machine learning to bioinformatics problems,"RS Olson, WL Cava, Z Mustahsan, A Varik…",2018,https://www.worldscientific.com/doi/abs/10.1142/9789813235533_0018,https://www.worldscientific.com/doi/pdf/10.1142/9789813235533_0018,215
Mlaas: Machine learning as a service,"M Ribeiro, K Grolinger…",2015,https://ieeexplore.ieee.org/abstract/document/7424435/,https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=1123&context=electricalpub,214
Interacting meaningfully with machine learning systems: Three experiments,"S Stumpf, V Rajaram, L Li, WK Wong, M Burnett…",2009,https://www.sciencedirect.com/science/article/pii/S1071581909000457,https://openaccess.city.ac.uk/id/eprint/12417/1/,214
A brief survey of machine learning methods and their sensor and IoT applications,"US Shanthamallu, A Spanias…",2017,https://ieeexplore.ieee.org/abstract/document/8316459/,https://sensip.engineering.asu.edu/wp-content/uploads/2020/03/1_Machine-Learning-Survey-Paper.pdf,214
Causality for machine learning,B Schölkopf,2022,https://dl.acm.org/doi/abs/10.1145/3501714.3501755,https://arxiv.org/pdf/1911.10500.pdf[19,213
Machine learning in medical applications,"GD Magoulas, A Prentza",1999,https://link.springer.com/chapter/10.1007/3-540-44673-7_19,https://www.researchgate.net/profile/George-Magoulas/publication/225171947_Machine_Learning_in_Medical_Applications/links/55f2ac0108ae51c380bffd1a/Machine-Learning-in-Medical-Applications.pdf,212
Machine learning approach to modeling sediment transport,"B Bhattacharya, RK Price…",2007,https://ascelibrary.org/doi/abs/10.1061/(ASCE)0733-9429(2007)133:4(440),https://www.researchgate.net/profile/Dimitri_Solomatine/publication/228358998_A_Machine_Learning_Approach_to_Modeling_Sediment_Transport/links/00b7d5264314dac50b000000.pdf,212
A novel method to estimate model uncertainty using machine learning techniques,"DP Solomatine, DL Shrestha",2009,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2008WR006839,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.851.441&rep=rep1&type=pdf,212
"State of the art of machine learning models in energy systems, a systematic review","A Mosavi, M Salimi, S Faizollahzadeh Ardabili…",2019,https://www.mdpi.com/440158,https://www.mdpi.com/1996-1073/12/7/1301/pdf,212
Machine learning algorithms from scratch with Python,J Brownlee,2016,https://books.google.com/books?hl=en&lr=lang_en&id=5giqDwAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=GyRyzPXLLc&sig=O0Vq2_-ffHrY49I5GqI18Q3fcEA,http://14.99.188.242:8080/jspui/bitstream/123456789/14565/1/Master%20Machine%20Learning%20Algorithms%20by%20Jason%20Brownlee.pdf,210
Machine learning for heterogeneous catalyst design and discovery,"BR Goldsmith, J Esterhuizen, JX Liu, CJ Bartel…",2018,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/144583/aic16198.pdf?sequence=1,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/144583/aic16198.pdf?sequence=1,210
Network anomaly detection: A machine learning perspective,"DK Bhattacharyya, JK Kalita",2013,https://books.google.com/books?hl=en&lr=lang_en&id=iZAAAAAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning&ots=98k27_ne5f&sig=4UMeZEVJ8vTOmJ9oqfunJyAHG0M,https://www.researchgate.net/profile/Dhruba-K-Bhattacharyya/publication/307936101_Network_Anomaly_Detection_A_Machine_Learning_Perspective/links/5bfb74a292851ced67d7f669/Network-Anomaly-Detection-A-Machine-Learning-Perspective.pdf,209
Taking human out of learning applications: A survey on automated machine learning,"Q Yao, M Wang, Y Chen, W Dai, YF Li, WW Tu…",2018,https://arxiv.org/abs/1810.13306,https://arxiv.org/pdf/1810.13306.pdf?ref=https://githubhelp.com,208
Automated machine learning: Review of the state-of-the-art and opportunities for healthcare,"J Waring, C Lindvall, R Umeton",2020,https://www.sciencedirect.com/science/article/pii/S0933365719310437,https://www.sciencedirect.com/science/article/pii/S0933365719310437,206
Using machine-learning methods for musical style modeling,"S Dubnov, G Assayag, O Lartillot, G Bejerano",2003,https://ieeexplore.ieee.org/abstract/document/1236474/,https://www.researchgate.net/profile/Shlomo-Dubnov/publication/2955985_Using_machine-learning_methods_for_musical_style_modeling/links/0c96052b390f04ee4d000000/Using-machine-learning-methods-for-musical-style-modeling.pdf,205
Aleatoric and epistemic uncertainty in machine learning: An introduction to concepts and methods,"E Hüllermeier, W Waegeman",2021,https://link.springer.com/article/10.1007/s10994-021-05946-3,https://link.springer.com/article/10.1007/s10994-021-05946-3,204
Database dependency discovery: a machine learning approach,"PA Flach, I Savnik",1999,https://content.iospress.com/articles/ai-communications/aic182,https://www.lri.fr/~pierres/donn%E9es/save/these/articles/lpr-queue/database-dependency-discovery.pdf,203
The production of prediction: What does machine learning want?,A Mackenzie,2015,https://journals.sagepub.com/doi/abs/10.1177/1367549415577384,n/a,202
"Machine learning for network automation: overview, architecture, and applications [Invited Tutorial]","D Rafique, L Velasco",2018,https://www.osapublishing.org/abstract.cfm?uri=jocn-10-10-D126,https://www.osapublishing.org/jocn/fulltext.cfm?uri=jocn-10-10-D126,202
Representation of compounds for machine-learning prediction of physical properties,"A Seko, H Hayashi, K Nakayama, A Takahashi…",2017,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.95.144110,https://arxiv.org/pdf/1611.08645,201
MLPACK: A scalable C++ machine learning library,"RR Curtin, JR Cline, NP Slagle, WB March…",2013,https://www.jmlr.org/papers/volume14/curtin13a/curtin13a.pdf,https://www.jmlr.org/papers/volume14/curtin13a/curtin13a.pdf,200
Augmentor: an image augmentation library for machine learning,"MD Bloice, C Stocker, A Holzinger",2017,https://arxiv.org/abs/1708.04680,https://arxiv.org/pdf/1708.04680,200
Machine learning in acoustics: Theory and applications,"MJ Bianco, P Gerstoft, J Traer, E Ozanich…",2019,https://asa.scitation.org/doi/abs/10.1121/1.5133944,https://asa.scitation.org/doi/full/10.1121/1.5133944,199
Machine learning and software engineering,"D Zhang, JJP Tsai",2003,https://link.springer.com/article/10.1023/A:1023760326768,https://www.researchgate.net/profile/Du-Zhang-4/publication/4003777_Machine_learning_and_software_engineering/links/02e7e519a4f787cac1000000/Machine-learning-and-software-engineering.pdf,199
De novo composite design based on machine learning algorithm,"GX Gu, CT Chen, MJ Buehler",2018,https://www.sciencedirect.com/science/article/pii/S2352431617301256,https://www.sciencedirect.com/science/article/am/pii/S2352431617301256,199
A survey on distributed machine learning,"J Verbraeken, M Wolting, J Katzy…",2020,https://dl.acm.org/doi/abs/10.1145/3377454,https://dl.acm.org/doi/pdf/10.1145/3377454,198
Applications of artificial intelligence in machine learning: review and prospect,"S Das, A Dey, A Pal, N Roy",2015,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.695.5829&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.695.5829&rep=rep1&type=pdf,197
From machine learning to explainable AI,A Holzinger,2018,https://ieeexplore.ieee.org/abstract/document/8490530/,https://www.aholzinger.at/wordpress/wp-content/uploads/2020/07/For-Students-HOLZINGER-2018.pdf,196
A review of supervised machine learning algorithms and their applications to ecological data,"C Crisci, B Ghattas, G Perera",2012,https://www.sciencedirect.com/science/article/pii/S0304380012001081,https://www.researchgate.net/profile/Carolina-Crisci/publication/257130544_A_review_of_supervised_machine_learning_algorithms_and_their_applications_to_ecological_data/links/5b2a9c3aa6fdcc72db4ff5a2/A-review-of-supervised-machine-learning-algorithms-and-their-applications-to-ecological-data.pdf,195
iml: An R package for interpretable machine learning,"C Molnar, G Casalicchio, B Bischl",2018,https://joss.theoj.org/papers/10.21105/joss.00786.pdf,https://joss.theoj.org/papers/10.21105/joss.00786.pdf,195
An approach to monitoring quality in manufacturing using supervised machine learning on product state data,"T Wuest, C Irgens, KD Thoben",2014,https://link.springer.com/article/10.1007/s10845-013-0761-y,https://drive.google.com/file/d/1frqBzVrqibUDbyjyWeiH1hC7sNlsi2m_/view,195
A critical review of machine learning of energy materials,"C Chen, Y Zuo, W Ye, X Li, Z Deng…",2020,https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.201903242,https://onlinelibrary.wiley.com/doi/am-pdf/10.1002/aenm.201903242,194
A quick review of machine learning algorithms,S Ray,2019,https://ieeexplore.ieee.org/abstract/document/8862451/,https://translateyar.ir/wp-content/uploads/2021/12/A-Quick-Review-of-Machine.pdf,193
"Machine learning for 5G/B5G mobile and wireless communications: Potential, limitations, and future directions","ME Morocho-Cayamcela, H Lee, W Lim",2019,https://ieeexplore.ieee.org/abstract/document/8844682/,https://ieeexplore.ieee.org/iel7/6287639/8600701/08844682.pdf,193
A study of distance-based machine learning algorithms,D Wettschereck,1994,https://ir.library.oregonstate.edu/dspace/handle/1957/10311,https://ir.library.oregonstate.edu/downloads/h702q876w,192
Using machine learning to improve information access,M Sahami,1999,https://search.proquest.com/openview/c90ecbdac0d52312e2019068b15f04b8/1?pq-origsite=gscholar&cbl=18750&diss=y,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.21.1899&rep=rep1&type=pdf,191
Machine learning in virtual screening,"JL Melville, EK Burke, JD Hirst",2009,https://www.ingentaconnect.com/content/ben/cchts/2009/00000012/00000004/art00002,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.219.7441&rep=rep1&type=pdf,191
Adversarial machine learning,"Y Vorobeychik, M Kantarcioglu",2018,https://www.morganclaypool.com/doi/abs/10.2200/S00861ED1V01Y201806AIM039,n/a,190
Crafting papers on machine learning,P Langley,2000,http://www.machinelearning.ru/wiki/images/0/07/Langley00crafting.pdf,http://www.machinelearning.ru/wiki/images/0/07/Langley00crafting.pdf,190
Monte Carlo Gradient Estimation in Machine Learning.,"S Mohamed, M Rosca, M Figurnov, A Mnih",2020,https://www.jmlr.org/papers/volume21/19-346/19-346.pdf,https://www.jmlr.org/papers/volume21/19-346/19-346.pdf,190
Flux: Elegant machine learning with Julia,M Innes,2018,https://joss.theoj.org/papers/10.21105/joss.00602.pdf,n/a,189
Learned protein embeddings for machine learning,"KK Yang, Z Wu, CN Bedbrook, FH Arnold",2018,https://academic.oup.com/bioinformatics/article-abstract/34/15/2642/4951834,https://academic.oup.com/bioinformatics/article/34/15/2642/4951834,189
Machine learning methods for metabolic pathway prediction,"JM Dale, L Popescu, PD Karp",2010,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-15,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-15,188
A review of machine learning in scheduling,"H Aytug, S Bhattacharyya, GJ Koehler…",1994,https://ieeexplore.ieee.org/abstract/document/293383/,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.14.8304&rep=rep1&type=pdf,187
An optical communication's perspective on machine learning and its applications,"FN Khan, Q Fan, C Lu, APT Lau",2019,https://ieeexplore.ieee.org/abstract/document/8633908/,https://opg.optica.org/viewmedia.cfm?uri=jlt-37-2-493&seq=0,187
Machine learning for identifying randomized controlled trials: an evaluation and practitioner's guide,"IJ Marshall, A Noel‐Storr, J Kuiper…",2018,https://onlinelibrary.wiley.com/doi/abs/10.1002/jrsm.1287,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jrsm.1287,186
Integrating physics-based modeling with machine learning: A survey,"J Willard, X Jia, S Xu, M Steinbach…",2020,https://beiyulincs.github.io/teach/fall_2020/papers/xiaowei.pdf,https://beiyulincs.github.io/teach/fall_2020/papers/xiaowei.pdf,185
Evaluation of machine learning algorithms for intrusion detection system,"M Almseidin, M Alzubi, S Kovacs…",2017,https://ieeexplore.ieee.org/abstract/document/8080566/,https://arxiv.org/pdf/1801.02330,185
Machine-learning algorithms for credit-card applications,"RH DAVIS, DB Edelman…",1992,https://academic.oup.com/imaman/article-abstract/4/1/43/656001,n/a,185
The interplay of optimization and machine learning research,"KP Bennett, E Parrado-Hernández",2006,https://www.jmlr.org/papers/volume7/MLOPT-intro06a/MLOPT-intro06a.pdf?ref=https://githubhelp.com,https://www.jmlr.org/papers/volume7/MLOPT-intro06a/MLOPT-intro06a.pdf?ref=https://githubhelp.com,184
Understanding the effect of accuracy on trust in machine learning models,"M Yin, J Wortman Vaughan, H Wallach",2019,https://dl.acm.org/doi/abs/10.1145/3290605.3300509,https://par.nsf.gov/servlets/purl/10142468,184
Clinical applications of machine learning algorithms: beyond the black box,"DS Watson, J Krutzinna, IN Bruce, CEM Griffiths…",2019,https://www.bmj.com/content/364/bmj.l886,https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/58843/Watson%20Clinical%20applications%20of%20ML%202019%20Accepted.pdf?sequence=2&isAllowed=y,184
Financial time series forecasting with machine learning techniques: a survey.,"B Krollner, BJ Vanstone, GR Finnie",2010,https://pure.bond.edu.au/ws/files/27498056/Financial_time_series_forecasting_with_machine_learning_techniques.pdf,https://pure.bond.edu.au/ws/files/27498056/Financial_time_series_forecasting_with_machine_learning_techniques.pdf,184
Machine learning for precise quantum measurement,"A Hentschel, BC Sanders",2010,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.104.063603,https://arxiv.org/pdf/0910.0762,184
Java-ml: A machine learning library,"T Abeel, Y Van de Peer, Y Saeys",2009,https://www.jmlr.org/papers/volume10/abeel09a/abeel09a.pdf,https://www.jmlr.org/papers/volume10/abeel09a/abeel09a.pdf,182
A survey on machine learning for data fusion,"T Meng, X Jing, Z Yan, W Pedrycz",2020,https://www.sciencedirect.com/science/article/pii/S1566253519303902,n/a,182
"A survey on machine learning: concept, algorithms and applications","K Das, RN Behera",2017,https://www.researchgate.net/profile/Rabi-Behera-2/publication/316273553_A_Survey_on_Machine_Learning_Concept_Algorithms_and_Applications/links/59017eb94585156502a094fd/A-Survey-on-Machine-Learning-Concept-Algorithms-and-Applications.pdf,https://www.researchgate.net/profile/Rabi-Behera-2/publication/316273553_A_Survey_on_Machine_Learning_Concept_Algorithms_and_Applications/links/59017eb94585156502a094fd/A-Survey-on-Machine-Learning-Concept-Algorithms-and-Applications.pdf,182
Machine learning techniques in optical communication,"D Zibar, M Piels, R Jones…",2015,https://ieeexplore.ieee.org/abstract/document/7359099/,n/a,182
"Machine learning in human movement biomechanics: Best practices, common pitfalls, and new opportunities","E Halilaj, A Rajagopal, M Fiterau, JL Hicks…",2018,https://www.sciencedirect.com/science/article/pii/S0021929018307309,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6879187/,182
A comparative study of training algorithms for supervised machine learning,"H Bhavsar, A Ganatra",2012,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.492.6088&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.492.6088&rep=rep1&type=pdf,181
The non-iid data quagmire of decentralized machine learning,"K Hsieh, A Phanishayee, O Mutlu…",2020,http://proceedings.mlr.press/v119/hsieh20a.html,http://proceedings.mlr.press/v119/hsieh20a/hsieh20a.pdf,180
Credit rating by hybrid machine learning techniques,"CF Tsai, ML Chen",2010,https://www.sciencedirect.com/science/article/pii/S1568494609001215,https://www.academia.edu/download/46629228/j.asoc.2009.08.00320160619-339-184ctqz.pdf,180
Toward systematic review automation: a practical guide to using machine learning tools in research synthesis,"IJ Marshall, BC Wallace",2019,https://link.springer.com/article/10.1186/s13643-019-1074-9,https://link.springer.com/article/10.1186/s13643-019-1074-9,180
Accelerating the machine learning lifecycle with MLflow.,"M Zaharia, A Chen, A Davidson, A Ghodsi…",2018,https://www-cs.stanford.edu/people/matei/papers/2018/ieee_mlflow.pdf,https://www-cs.stanford.edu/people/matei/papers/2018/ieee_mlflow.pdf,180
Introduction to astroML: Machine learning for astrophysics,"J VanderPlas, AJ Connolly, Ž Ivezić…",2012,https://ieeexplore.ieee.org/abstract/document/6382200/,https://arxiv.org/pdf/1411.5039,177
"Genetics-based machine learning for rule induction: state of the art, taxonomy, and comparative study","A Fernández, S García, J Luengo…",2010,https://ieeexplore.ieee.org/abstract/document/5491152/,https://sci2s.ugr.es/sites/default/files/files/ComplementaryMaterial/gbml/2010-IEEE-TEC-Fernandez-GBML-review.pdf,177
Machine learning methods for demand estimation,"P Bajari, D Nekipelov, SP Ryan, M Yang",2015,https://www.aeaweb.org/articles?id=10.1257/aer.p20151021,https://faculty.washington.edu/bajari/published/RYAN_manuscript.pdf,176
Machine learning in high energy physics community white paper,"K Albertsson, P Altoe, D Anderson…",2018,https://iopscience.iop.org/article/10.1088/1742-6596/1085/2/022008/meta,https://iopscience.iop.org/article/10.1088/1742-6596/1085/2/022008/pdf,176
"Unsupervised machine learning for networking: Techniques, applications and research challenges","M Usama, J Qadir, A Raza, H Arif, KLA Yau…",2019,https://ieeexplore.ieee.org/abstract/document/8713992/,https://ieeexplore.ieee.org/iel7/6287639/8600701/08713992.pdf,176
Real-world machine learning,"H Brink, J Richards, M Fetherolf",2016,https://books.google.com/books?hl=en&lr=lang_en&id=zTczEAAAQBAJ&oi=fnd&pg=PT13&dq=machine+learning&ots=LTDvriEIll&sig=Kubqt8YMhZCT7RlGqkQ68f9ib4I,http://manning-content.s3.amazonaws.com/download/3/274d583-3806-4d62-8db7-ce7fc1845331/sample_ch08_Brink-Real-WML_September08.pdf,174
Machine learning mastery,J Brownlee,2014,n/a,https://www.academia.edu/download/67269618/MachineLearningResourceGuide.pdf,174
eD octor: machine learning and the future of medicine,"GS Handelman, HK Kok, RV Chandra…",2018,https://onlinelibrary.wiley.com/doi/abs/10.1111/joim.12822,https://onlinelibrary.wiley.com/doi/pdf/10.1111/joim.12822,174
"Integrating machine learning and multiscale modeling—perspectives, challenges, and opportunities in the biological, biomedical, and behavioral sciences","M Alber, A Buganza Tepole, WR Cannon, S De…",2019,https://www.nature.com/articles/s41746-019-0193-y,https://www.nature.com/articles/s41746-019-0193-y,174
Privacy-preserving machine learning: Threats and solutions,"M Al-Rubaie, JM Chang",2019,https://ieeexplore.ieee.org/abstract/document/8677282/,https://arxiv.org/pdf/1804.11238,174
Machine learning,E Alpaydin,2021,https://books.google.com/books?hl=en&lr=lang_en&id=2nQJEAAAQBAJ&oi=fnd&pg=PR7&dq=machine+learning&ots=fH25R4YFju&sig=-Q586QcATpDtl3liFD62tGDdV8E,https://pdfs.semanticscholar.org/67b6/85f89848dd215bf2c4fdbff81ad9c6e273b7.pdf,173
ModelDB: a system for machine learning model management,"M Vartak, H Subramanyam, WE Lee…",2016,https://dl.acm.org/doi/abs/10.1145/2939502.2939516,https://www-cs.stanford.edu/~matei/papers/2016/hilda_modeldb.pdf,173
Evaluating machine learning models for engineering problems,"Y Reich, SV Barai",1999,https://www.sciencedirect.com/science/article/pii/S0954181098000211,https://www.academia.edu/download/45124480/nnpaper1.pdf,173
"Artificial intelligence, machine learning and deep learning",P Ongsulee,2017,https://ieeexplore.ieee.org/abstract/document/8259629/,n/a,172
Machine learning approaches to network anomaly detection,"T Ahmed, B Oreshkin, M Coates",2007,https://www.usenix.org/legacy/event/sysml07/tech/full_papers/ahmed/ahmed.pdf?ref=driverlayer.com/web,https://www.usenix.org/legacy/event/sysml07/tech/full_papers/ahmed/ahmed.pdf?ref=driverlayer.com/web,172
Machine learning for image based species identification,"J Wäldchen, P Mäder",2018,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.13075,n/a,172
An adaptive ensemble machine learning model for intrusion detection,"X Gao, C Shan, C Hu, Z Niu, Z Liu",2019,https://ieeexplore.ieee.org/abstract/document/8740962/,https://ieeexplore.ieee.org/iel7/6287639/8600701/08740962.pdf,172
Opprentice: Towards practical and automatic anomaly detection through machine learning,"D Liu, Y Zhao, H Xu, Y Sun, D Pei, J Luo…",2015,https://dl.acm.org/doi/abs/10.1145/2815675.2815679,https://conferences.sigcomm.org/imc/2015/papers/p211.pdf,170
Hedging predictions in machine learning,"A Gammerman, V Vovk",2007,https://ieeexplore.ieee.org/abstract/document/8129828/,https://arxiv.org/pdf/cs/0611011,169
Machine learning force fields,"OT Unke, S Chmiela, HE Sauceda…",2021,https://pubs.acs.org/doi/abs/10.1021/acs.chemrev.0c01111,https://pubs.acs.org/doi/full/10.1021/acs.chemrev.0c01111,169
Machine learning in materials science,"J Wei, X Chu, XY Sun, K Xu, HX Deng, J Chen, Z Wei…",2019,https://onlinelibrary.wiley.com/doi/abs/10.1002/inf2.12028,https://onlinelibrary.wiley.com/doi/pdf/10.1002/inf2.12028,168
"Current advances, trends and challenges of machine learning and knowledge extraction: from machine learning to explainable AI","A Holzinger, P Kieseberg, E Weippl…",2018,https://link.springer.com/chapter/10.1007/978-3-319-99740-7_1,https://link.springer.com/chapter/10.1007/978-3-319-99740-7_1,168
Quantum chemistry in the age of machine learning,PO Dral,2020,https://pubs.acs.org/doi/abs/10.1021/acs.jpclett.9b03664,n/a,166
New machine learning methods demonstrate the existence of a human stylome,"H Van Halteren, H Baayen, F Tweedie…",2005,https://www.tandfonline.com/doi/abs/10.1080/09296170500055350,https://pure.mpg.de/rest/items/item_59848/component/file_59849/content,166
Machine learning for catalysis informatics: recent applications and prospects,"T Toyao, Z Maeno, S Takakusagi, T Kamachi…",2019,https://pubs.acs.org/doi/abs/10.1021/acscatal.9b04186,https://www.researchgate.net/profile/Takashi-Toyao/publication/337968358_Machine_Learning_for_Catalysis_Informatics_Recent_Applications_and_Prospects/links/5eb3b42c45851523bd499739/Machine-Learning-for-Catalysis-Informatics-Recent-Applications-and-Prospects.pdf,166
"Tslearn, a machine learning toolkit for time series data.","R Tavenard, J Faouzi, G Vandewiele, F Divo…",2020,https://www.jmlr.org/papers/volume21/20-091/20-091.pdf,https://www.jmlr.org/papers/volume21/20-091/20-091.pdf,165
Building machine learning systems with Python,W Richert,2013,https://books.google.com/books?hl=en&lr=lang_en&id=C-yglCEcK0sC&oi=fnd&pg=PT12&dq=machine+learning&ots=2rbZG5nmhl&sig=kUnfZ7S7uuflcfQN1vNA-z9P6fw,"https://www.comp.uems.br/~ojacques/NumericPython/Willi%20Richert,%20Luis%20Pedro%20Coelho-Building%20Machine%20Learning%20Systems%20with%20Python-Packt%20Publishing%20(2013).pdf",165
Modeling virtualized applications using machine learning techniques,"S Kundu, R Rangaswami, A Gulati, M Zhao…",2012,https://dl.acm.org/doi/abs/10.1145/2151024.2151028,https://sites.cs.ucsb.edu/~ravenben/classes/276/papers/kundu12.pdf,165
